kdcode,dt,close,open,high,low,prev_close,volume
MSFT,2023-12-19,373.260009765625,371.489990234375,373.260009765625,369.8399963378906,372.6499938964844,20603700
MSFT,2023-12-20,370.6199951171875,375.0,376.0299987792969,370.5299987792969,373.260009765625,26316700
MSFT,2023-12-21,373.5400085449219,372.55999755859375,374.4100036621094,370.0400085449219,370.6199951171875,17708000
MSFT,2023-12-22,374.5799865722656,373.67999267578125,375.17999267578125,372.7099914550781,373.5400085449219,17107500
MSFT,2023-12-26,374.6600036621094,375.0,376.94000244140625,373.5,374.5799865722656,12673100
MSFT,2023-12-27,374.07000732421875,373.69000244140625,375.05999755859375,372.80999755859375,374.6600036621094,14905400
MSFT,2023-12-28,375.2799987792969,375.3699951171875,376.4599914550781,374.1600036621094,374.07000732421875,14327000
MSFT,2023-12-29,376.0400085449219,376.0,377.1600036621094,373.4800109863281,375.2799987792969,18730800
MSFT,2024-01-02,370.8699951171875,373.8599853515625,375.8999938964844,366.7699890136719,376.0400085449219,25258600
MSFT,2024-01-03,370.6000061035156,369.010009765625,373.260009765625,368.510009765625,370.8699951171875,23083500
MSFT,2024-01-04,367.94000244140625,370.6700134277344,373.1000061035156,367.1700134277344,370.6000061035156,20901500
MSFT,2024-01-05,367.75,368.9700012207031,372.05999755859375,366.5,367.94000244140625,21004600
MSFT,2024-01-08,374.69000244140625,369.29998779296875,375.20001220703125,369.010009765625,367.75,23134000
MSFT,2024-01-09,375.7900085449219,372.010009765625,375.989990234375,371.19000244140625,374.69000244140625,20830000
MSFT,2024-01-10,382.7699890136719,376.3699951171875,384.1700134277344,376.32000732421875,375.7900085449219,25514200
MSFT,2024-01-11,384.6300048828125,386.0,390.67999267578125,380.3800048828125,382.7699890136719,27850800
MSFT,2024-01-12,388.4700012207031,385.489990234375,388.67999267578125,384.6499938964844,384.6300048828125,21661200
MSFT,2024-01-16,390.2699890136719,393.6600036621094,394.0299987792969,387.6199951171875,388.4700012207031,27202300
MSFT,2024-01-17,389.4700012207031,387.9800109863281,390.1099853515625,384.80999755859375,390.2699890136719,22234100
MSFT,2024-01-18,393.8699951171875,391.7200012207031,393.989990234375,390.1199951171875,389.4700012207031,23392100
MSFT,2024-01-19,398.6700134277344,395.760009765625,398.6700134277344,393.5,393.8699951171875,29331100
MSFT,2024-01-22,396.510009765625,400.0199890136719,400.6199951171875,393.5899963378906,398.6700134277344,27016900
MSFT,2024-01-23,398.8999938964844,395.75,399.3800048828125,393.92999267578125,396.510009765625,20525900
MSFT,2024-01-24,402.55999755859375,401.5400085449219,405.6300048828125,400.45001220703125,398.8999938964844,24867000
MSFT,2024-01-25,404.8699951171875,404.32000732421875,407.010009765625,402.5299987792969,402.55999755859375,21021200
MSFT,2024-01-26,403.92999267578125,404.3699951171875,406.1700134277344,402.42999267578125,404.8699951171875,17803300
MSFT,2024-01-29,409.7200012207031,406.05999755859375,409.9800109863281,404.3299865722656,403.92999267578125,24510200
MSFT,2024-01-30,408.5899963378906,412.260009765625,413.04998779296875,406.45001220703125,409.7200012207031,33477600
MSFT,2024-01-31,397.5799865722656,406.9599914550781,415.32000732421875,397.2099914550781,408.5899963378906,47871100
MSFT,2024-02-01,403.7799987792969,401.8299865722656,408.0,401.79998779296875,397.5799865722656,30657700
MSFT,2024-02-02,411.2200012207031,403.80999755859375,412.6499938964844,403.55999755859375,403.7799987792969,28256700
MSFT,2024-02-05,405.6499938964844,409.8999938964844,411.1600036621094,403.989990234375,411.2200012207031,25352300
MSFT,2024-02-06,405.489990234375,405.8800048828125,407.9700012207031,402.9100036621094,405.6499938964844,18382600
MSFT,2024-02-07,414.04998779296875,407.44000244140625,414.29998779296875,407.3999938964844,405.489990234375,22340500
MSFT,2024-02-08,414.1099853515625,414.04998779296875,415.55999755859375,412.5299987792969,414.04998779296875,21225300
MSFT,2024-02-09,420.54998779296875,415.25,420.82000732421875,415.0899963378906,414.1099853515625,22032800
MSFT,2024-02-12,415.260009765625,420.55999755859375,420.739990234375,414.75,420.54998779296875,21202900
MSFT,2024-02-13,406.32000732421875,404.94000244140625,410.07000732421875,403.3900146484375,415.260009765625,27824900
MSFT,2024-02-14,409.489990234375,408.07000732421875,409.8399963378906,404.57000732421875,406.32000732421875,20401200
MSFT,2024-02-15,406.55999755859375,408.1400146484375,409.1300048828125,404.2900085449219,409.489990234375,21825500
MSFT,2024-02-16,404.05999755859375,407.9599914550781,408.2900085449219,403.44000244140625,406.55999755859375,22296500
MSFT,2024-02-20,402.7900085449219,403.239990234375,404.489990234375,398.010009765625,404.05999755859375,24307900
MSFT,2024-02-21,402.17999267578125,400.1700134277344,402.2900085449219,397.2200012207031,402.7900085449219,18518900
MSFT,2024-02-22,411.6499938964844,410.19000244140625,412.8299865722656,408.57000732421875,402.17999267578125,27009900
MSFT,2024-02-23,410.3399963378906,415.6700134277344,415.8599853515625,408.9700012207031,411.6499938964844,16295900
MSFT,2024-02-26,407.5400085449219,411.4599914550781,412.1600036621094,407.3599853515625,410.3399963378906,16193500
MSFT,2024-02-27,407.4800109863281,407.989990234375,408.32000732421875,403.8500061035156,407.5400085449219,14835800
MSFT,2024-02-28,407.7200012207031,408.17999267578125,409.29998779296875,405.32000732421875,407.4800109863281,13183100
MSFT,2024-02-29,413.6400146484375,408.6400146484375,414.20001220703125,405.9200134277344,407.7200012207031,31947300
NVDA,2023-11-16,49.47999954223633,48.67900085449219,49.525001525878906,48.33000183105469,48.88800048828125,339756000
NVDA,2023-11-17,49.29800033569336,49.52399826049805,49.71699905395508,49.00699996948242,49.47999954223633,325205000
NVDA,2023-11-20,50.409000396728516,49.3120002746582,50.54800033569336,49.180999755859375,49.29800033569336,414120000
NVDA,2023-11-21,49.944000244140625,50.125999450683594,50.516998291015625,49.22200012207031,50.409000396728516,565747000
NVDA,2023-11-22,48.715999603271484,49.85200119018555,50.334999084472656,47.689998626708984,49.944000244140625,899420000
NVDA,2023-11-24,47.7760009765625,48.470001220703125,48.92100143432617,47.744998931884766,48.715999603271484,294645000
NVDA,2023-11-27,48.242000579833984,47.79999923706055,48.529998779296875,47.652000427246094,47.7760009765625,395662000
NVDA,2023-11-28,47.82099914550781,48.236000061035156,48.323001861572266,47.472999572753906,48.242000579833984,401491000
NVDA,2023-11-29,48.13999938964844,48.37900161743164,48.762001037597656,47.86000061035156,47.82099914550781,382005000
NVDA,2023-11-30,46.77000045776367,48.02399826049805,48.11000061035156,46.422000885009766,48.13999938964844,526247000
NVDA,2023-12-01,46.76499938964844,46.525001525878906,47.20000076293945,46.1870002746582,46.77000045776367,369317000
NVDA,2023-12-04,45.5099983215332,46.07699966430664,46.07699966430664,45.0099983215332,46.76499938964844,437543000
NVDA,2023-12-05,46.566001892089844,45.465999603271484,46.599998474121094,45.270999908447266,45.5099983215332,371718000
NVDA,2023-12-06,45.50299835205078,47.21500015258789,47.387001037597656,45.4119987487793,46.566001892089844,380590000
NVDA,2023-12-07,46.59600067138672,45.70000076293945,46.62900161743164,45.604000091552734,45.50299835205078,350823000
NVDA,2023-12-08,47.50600051879883,46.595001220703125,47.74100112915039,46.54999923706055,46.59600067138672,359224000
NVDA,2023-12-11,46.62699890136719,47.49100112915039,47.53099822998047,45.83000183105469,47.50600051879883,509728000
NVDA,2023-12-12,47.65700149536133,46.04600143432617,47.66600036621094,46.04600143432617,46.62699890136719,372387000
NVDA,2023-12-13,48.0880012512207,47.62900161743164,48.59400177001953,47.608001708984375,47.65700149536133,447792000
NVDA,2023-12-14,48.349998474121094,48.38999938964844,48.66999816894531,47.422000885009766,48.0880012512207,391232000
NVDA,2023-12-15,48.88999938964844,48.194000244140625,49.40399932861328,48.119998931884766,48.349998474121094,479948000
NVDA,2023-12-18,50.07699966430664,49.400001525878906,50.43299865722656,49.150001525878906,48.88999938964844,412587000
NVDA,2023-12-19,49.604000091552734,49.42399978637695,49.70000076293945,48.89500045776367,50.07699966430664,464444000
NVDA,2023-12-20,48.111000061035156,49.654998779296875,49.999000549316406,48.097999572753906,49.604000091552734,397894000
NVDA,2023-12-21,48.9900016784668,48.81100082397461,49.095001220703125,48.41899871826172,48.111000061035156,300425000
NVDA,2023-12-22,48.83000183105469,49.19499969482422,49.382999420166016,48.46699905395508,48.9900016784668,252507000
NVDA,2023-12-26,49.27899932861328,48.96799850463867,49.599998474121094,48.959999084472656,48.83000183105469,244200000
NVDA,2023-12-27,49.41699981689453,49.51100158691406,49.68000030517578,49.084999084472656,49.27899932861328,233648000
NVDA,2023-12-28,49.52199935913086,49.643001556396484,49.88399887084961,49.4119987487793,49.41699981689453,246587000
NVDA,2023-12-29,49.52199935913086,49.8129997253418,49.99700164794922,48.750999450683594,49.52199935913086,389293000
NVDA,2024-01-02,48.167999267578125,49.24399948120117,49.29499816894531,47.595001220703125,49.52199935913086,411254000
NVDA,2024-01-03,47.569000244140625,47.48500061035156,48.183998107910156,47.31999969482422,48.167999267578125,320896000
NVDA,2024-01-04,47.99800109863281,47.766998291015625,48.5,47.507999420166016,47.569000244140625,306535000
NVDA,2024-01-05,49.09700012207031,48.46200180053711,49.547000885009766,48.305999755859375,47.99800109863281,415039000
NVDA,2024-01-08,52.25299835205078,49.512001037597656,52.275001525878906,49.479000091552734,49.09700012207031,642510000
NVDA,2024-01-09,53.13999938964844,52.4010009765625,54.32500076293945,51.689998626708984,52.25299835205078,773100000
NVDA,2024-01-10,54.349998474121094,53.61600112915039,54.599998474121094,53.48899841308594,53.13999938964844,533796000
NVDA,2024-01-11,54.821998596191406,54.999000549316406,55.34600067138672,53.560001373291016,54.349998474121094,596759000
NVDA,2024-01-12,54.709999084472656,54.619998931884766,54.970001220703125,54.33000183105469,54.821998596191406,352994000
NVDA,2024-01-16,56.38199996948242,55.018001556396484,56.834999084472656,54.900001525878906,54.709999084472656,449580000
NVDA,2024-01-17,56.053001403808594,56.34700012207031,56.47100067138672,54.7400016784668,56.38199996948242,474394000
NVDA,2024-01-18,57.106998443603516,57.2599983215332,57.599998474121094,56.106998443603516,56.053001403808594,491650000
NVDA,2024-01-19,59.49100112915039,57.98899841308594,59.5,57.224998474121094,57.106998443603516,543501000
NVDA,2024-01-22,59.65399932861328,60.04899978637695,60.33100128173828,59.06999969482422,59.49100112915039,452955000
NVDA,2024-01-23,59.87300109863281,59.56999969482422,59.90999984741211,58.584999084472656,59.65399932861328,294654000
NVDA,2024-01-24,61.36199951171875,60.30400085449219,62.8489990234375,59.9379997253418,59.87300109863281,560271000
NVDA,2024-01-25,61.617000579833984,62.349998474121094,62.71900177001953,60.849998474121094,61.36199951171875,482777000
NVDA,2024-01-26,61.03099822998047,60.959999084472656,61.78300094604492,60.573001861572266,61.617000579833984,390309000
NVDA,2024-01-29,62.46500015258789,61.231998443603516,62.48899841308594,60.90700149536133,61.03099822998047,348733000
NVDA,2024-01-30,62.77399826049805,62.900001525878906,63.49300003051758,62.2599983215332,62.46500015258789,410735000
NVDA,2024-01-31,61.527000427246094,61.439998626708984,62.26900100708008,60.70000076293945,62.77399826049805,453795000
NVDA,2024-02-01,63.027000427246094,62.099998474121094,63.191001892089844,61.650001525878906,61.527000427246094,369146000
NVDA,2024-02-02,66.16000366210938,63.9739990234375,66.5999984741211,63.689998626708984,63.027000427246094,476578000
NVDA,2024-02-05,69.33200073242188,68.2249984741211,69.49700164794922,67.20500183105469,66.16000366210938,680078000
NVDA,2024-02-06,68.2229995727539,69.62999725341797,69.75399780273438,66.30000305175781,69.33200073242188,683111000
NVDA,2024-02-07,70.0989990234375,68.31900024414062,70.22000122070312,67.5999984741211,68.2229995727539,495575000
NVDA,2024-02-08,69.64099884033203,70.0739974975586,70.79399871826172,69.45500183105469,70.0989990234375,414422000
NVDA,2024-02-09,72.13300323486328,70.53299713134766,72.18499755859375,70.21199798583984,69.64099884033203,436637000
NVDA,2024-02-12,72.24800109863281,72.5999984741211,74.61100006103516,71.25,72.13300323486328,613710000
NVDA,2024-02-13,72.12799835205078,70.4000015258789,73.44999694824219,69.62000274658203,72.24800109863281,602580000
NVDA,2024-02-14,73.9000015258789,73.2020034790039,74.23600006103516,71.93800354003906,72.12799835205078,504917000
NVDA,2024-02-15,72.65799713134766,73.86900329589844,73.9749984741211,72.4000015258789,73.9000015258789,420122000
NVDA,2024-02-16,72.61299896240234,74.0999984741211,74.4020004272461,72.5009994506836,72.65799713134766,495327000
NVDA,2024-02-20,69.4520034790039,71.9469985961914,71.95600128173828,67.73400115966797,72.61299896240234,704833000
NVDA,2024-02-21,67.47200012207031,68.00599670410156,68.88800048828125,66.24800109863281,69.4520034790039,673755000
NVDA,2024-02-22,78.53800201416016,75.0250015258789,78.57499694824219,74.22000122070312,67.47200012207031,865100000
NVDA,2024-02-23,78.81700134277344,80.79000091552734,82.39399719238281,77.56999969482422,78.53800201416016,829388000
NVDA,2024-02-26,79.09200286865234,79.69999694824219,80.64600372314453,78.50499725341797,78.81700134277344,503973000
NVDA,2024-02-27,78.70099639892578,79.38099670410156,79.4800033569336,77.16200256347656,79.09200286865234,391705000
NVDA,2024-02-28,77.66300201416016,77.62000274658203,78.93299865722656,77.125,78.70099639892578,393110000
NVDA,2024-02-29,79.11199951171875,79.09400177001953,79.98999786376953,78.3499984741211,77.66300201416016,507289000
TSLA,2023-11-16,233.58999633789062,239.49000549316406,240.8800048828125,230.9600067138672,242.83999633789062,136816800
TSLA,2023-11-17,234.3000030517578,232.0,237.38999938964844,226.5399932861328,233.58999633789062,142532800
TSLA,2023-11-20,235.60000610351562,234.0399932861328,237.10000610351562,231.02000427246094,234.3000030517578,116320100
TSLA,2023-11-21,241.1999969482422,235.0399932861328,243.6199951171875,233.33999633789062,235.60000610351562,122288000
TSLA,2023-11-22,234.2100067138672,242.0399932861328,244.00999450683594,231.39999389648438,241.1999969482422,117950600
TSLA,2023-11-24,235.4499969482422,233.75,238.75,232.3300018310547,234.2100067138672,65125200
TSLA,2023-11-27,236.0800018310547,236.88999938964844,238.3300018310547,232.10000610351562,235.4499969482422,112031800
TSLA,2023-11-28,246.72000122070312,236.67999267578125,247.0,234.00999450683594,236.0800018310547,148549900
TSLA,2023-11-29,244.13999938964844,249.2100067138672,252.75,242.75999450683594,246.72000122070312,135401300
TSLA,2023-11-30,240.0800018310547,245.13999938964844,245.22000122070312,236.91000366210938,244.13999938964844,132353200
TSLA,2023-12-01,238.8300018310547,233.13999938964844,240.19000244140625,231.89999389648438,240.0800018310547,121331700
TSLA,2023-12-04,235.5800018310547,235.75,239.3699951171875,233.2899932861328,238.8300018310547,104099800
TSLA,2023-12-05,238.72000122070312,233.8699951171875,246.66000366210938,233.6999969482422,235.5800018310547,137971100
TSLA,2023-12-06,239.3699951171875,242.9199981689453,246.57000732421875,239.1699981689453,238.72000122070312,126436200
TSLA,2023-12-07,242.63999938964844,241.5500030517578,244.0800018310547,236.97999572753906,239.3699951171875,107142300
TSLA,2023-12-08,243.83999633789062,240.27000427246094,245.27000427246094,239.27000427246094,242.63999938964844,103126800
TSLA,2023-12-11,239.74000549316406,242.74000549316406,243.44000244140625,237.4499969482422,243.83999633789062,97913900
TSLA,2023-12-12,237.00999450683594,238.5500030517578,238.99000549316406,233.8699951171875,239.74000549316406,95328300
TSLA,2023-12-13,239.2899932861328,234.19000244140625,240.3000030517578,228.1999969482422,237.00999450683594,146286300
TSLA,2023-12-14,251.0500030517578,241.22000122070312,253.8800048828125,240.7899932861328,239.2899932861328,160829200
TSLA,2023-12-15,253.5,251.2100067138672,254.1300048828125,248.3000030517578,251.0500030517578,135932800
TSLA,2023-12-18,252.0800018310547,253.77999877929688,258.739990234375,251.36000061035156,253.5,116416500
TSLA,2023-12-19,257.2200012207031,253.47999572753906,258.3399963378906,253.00999450683594,252.0800018310547,106737400
TSLA,2023-12-20,247.13999938964844,256.4100036621094,259.8399963378906,247.0,257.2200012207031,125097000
TSLA,2023-12-21,254.5,251.89999389648438,254.8000030517578,248.5500030517578,247.13999938964844,109594200
TSLA,2023-12-22,252.5399932861328,256.760009765625,258.2200012207031,251.3699951171875,254.5,93370100
TSLA,2023-12-26,256.6099853515625,254.49000549316406,257.9700012207031,252.91000366210938,252.5399932861328,86892400
TSLA,2023-12-27,261.44000244140625,258.3500061035156,263.3399963378906,257.5199890136719,256.6099853515625,106494400
TSLA,2023-12-28,253.17999267578125,263.6600036621094,265.1300048828125,252.7100067138672,261.44000244140625,113619900
TSLA,2023-12-29,248.47999572753906,255.10000610351562,255.19000244140625,247.42999267578125,253.17999267578125,100891600
TSLA,2024-01-02,248.4199981689453,250.0800018310547,251.25,244.41000366210938,248.47999572753906,104654200
TSLA,2024-01-03,238.4499969482422,244.97999572753906,245.67999267578125,236.32000732421875,248.4199981689453,121082600
TSLA,2024-01-04,237.92999267578125,239.25,242.6999969482422,237.72999572753906,238.4499969482422,102629300
TSLA,2024-01-05,237.49000549316406,236.86000061035156,240.1199951171875,234.89999389648438,237.92999267578125,92488900
TSLA,2024-01-08,240.4499969482422,236.13999938964844,241.25,235.3000030517578,237.49000549316406,85166600
TSLA,2024-01-09,234.9600067138672,238.11000061035156,238.9600067138672,232.0399932861328,240.4499969482422,96705700
TSLA,2024-01-10,233.94000244140625,235.10000610351562,235.5,231.2899932861328,234.9600067138672,91628500
TSLA,2024-01-11,227.22000122070312,230.57000732421875,230.92999267578125,225.3699951171875,233.94000244140625,105873600
TSLA,2024-01-12,218.88999938964844,220.0800018310547,225.33999633789062,217.14999389648438,227.22000122070312,123043800
TSLA,2024-01-16,219.91000366210938,215.10000610351562,223.49000549316406,212.17999267578125,218.88999938964844,115355000
