run_id,created_at,split,batch_index,market,model_name,policy,evaluation_start,evaluation_end,arr,avol,sharpe,mdd,cr,ir,benchmark_arr,benchmark_avol,benchmark_sharpe,benchmark_mdd,benchmark_cr
epoch1_test_20251128_015402_0,2025-11-28T01:54:02.157418,epoch1_test,0,custom,SmartFolio,HGAT,2024-01-02,2024-12-26,0.2595744774351716,0.1673520296849317,1.3796047062451222,-0.1210946324973841,2.14356715968215,-0.0038830189933369,,,,,
final_test_20251128_015405_0,2025-11-28T01:54:05.178266,final_test,0,custom,SmartFolio,HGAT,2024-01-02,2024-12-26,0.2739649627369185,0.1665602041154308,1.4544315716487917,-0.0989675107433196,2.768231318331013,0.0424769525342964,,,,,
epoch1_test_20251130_173411_0,2025-11-30T17:34:11.501707,epoch1_test,0,custom,SmartFolio,HGAT,2024-01-31,2024-12-31,0.3421559040230653,0.1626639363229053,1.810168263552151,-0.1016762891275142,3.365149406603154,0.3077530713126893,0.2485860252101777,0.1666763023601867,1.3325802939312783,0.0,0.0
final_test_20251130_173413_0,2025-11-30T17:34:13.377313,final_test,0,custom,SmartFolio,HGAT,2024-01-31,2024-12-31,0.3406507343480183,0.1667027634427719,1.7595731140751123,-0.1022792651062725,3.3305942704424765,0.2998839818870508,0.2485860252101777,0.1666763023601867,1.3325802939312783,0.0,0.0
epoch1_test_20251130_173839_0,2025-11-30T17:38:39.186843,epoch1_test,0,custom,SmartFolio,HGAT,2024-01-31,2024-12-31,0.352326963548127,0.1633953491574367,1.848324397629292,-0.1055413024976352,3.3382851567140848,0.3379889199867402,0.2485860252101777,0.1666763023601867,1.3325802939312783,0.0,0.0
final_test_20251130_173841_0,2025-11-30T17:38:41.037482,final_test,0,custom,SmartFolio,HGAT,2024-01-31,2024-12-31,0.3296767764365051,0.1678623189763304,1.698398057089521,-0.1020553373678384,3.230372706997674,0.2628844693592696,0.2485860252101777,0.1666763023601867,1.3325802939312783,0.0,0.0
epoch1_test_20251130_181125_0,2025-11-30T18:11:25.087627,epoch1_test,0,custom,SmartFolio,HGAT,2024-01-31,2024-12-31,0.3959945437639545,0.1699661733298706,1.9640850153416085,-0.0963774988079443,4.108786269221099,0.4628686483479581,0.2485860252101777,0.1666763023601867,1.3325802939312783,0.0,0.0
final_test_20251130_181126_0,2025-11-30T18:11:26.913407,final_test,0,custom,SmartFolio,HGAT,2024-01-31,2024-12-31,0.31907582201159457,0.1669221848375091,1.659956567245922,-0.08852868125695401,3.6042084608204967,0.22874943398999825,0.2485860252101777,0.1666763023601867,1.3325802939312785,0.0,0.0
